adt and test case,time,time_synth,time_lattice_construct,natoms,quality
Str: substr $ \bowtie $ hasChar,-2,-2,30.000677,4,simple complete
Str: substr $ \bowtie $ isEmpty,0.594026,0.377248,0.185576,3,simple complete
Str: hasChar $ \bowtie $ concat,1.445281,1.030066,0.383938,18,complex complete
Str2: set $ \bowtie $ concat,-2,-2,30.001903,30,complex incomplete
Str3: read $ \bowtie $ write,6.654169,6.505236,0.117817,132,complex complete
LIA: sum $ \bowtie $ posSum,-2,-2,30.002423,321,complex complete
LIA: sum $ \bowtie $ multiVarSum,4.755864,4.58148,0.132338,85,complex incomplete
LIA: multiVarA $ \bowtie $ multiVarB,-2,-2,30.02072,170,complex complete
DiH: motion $ \bowtie $ motion,-1.0,-1,N/A
