adt and test case,time,time_synth,time_lattice_construct,natoms,quality
Str: substr $ \bowtie $ hasChar,2.233997,1.15505,1.047339,20,complex complete
Str: substr $ \bowtie $ isEmpty,0.974947,0.756172,0.197286,11,complex complete
Str: hasChar $ \bowtie $ concat,1.920605,1.366438,0.532841,27,complex complete
Str2: set $ \bowtie $ concat,-2,-2,30.012897,0,simple incomplete
Str3: read $ \bowtie $ write,-2,-2,30.000402,4,simple incomplete
LIA: sum $ \bowtie $ posSum,1.318528,1.040036,0.257249,31,complex complete
LIA: sum $ \bowtie $ multiVarSum,4.833685,4.710415,0.101273,97,complex incomplete
LIA: multiVarA $ \bowtie $ multiVarB,-2,-2,30.004117,29,complex complete
DiH: motion $ \bowtie $ motion,4.83217,4.763352,0.047032,156,complex complete
