adt and test case,time,time_synth,time_lattice_construct,natoms,quality
Str: substr $ \bowtie $ hasChar,1.057944,1.005647,0.0,3,simple complete
Str: substr $ \bowtie $ isEmpty,0.450792,0.419317,0.0,3,simple complete
Str: hasChar $ \bowtie $ concat,2.015063,1.983568,0.0,4,simple complete
Str2: set $ \bowtie $ concat,30.063412,30.000025,0.0,17,complex incomplete
Str3: read $ \bowtie $ write,5.475224,5.443907,0.0,19,complex complete
LIA: sum $ \bowtie $ posSum,7.553291,7.499698,0.0,46,complex complete
LIA: sum $ \bowtie $ multiVarSum,26.614231,26.571156,0.0,628,complex incomplete
LIA: multiVarA $ \bowtie $ multiVarB,8.167345,7.994911,0.0,162,complex complete
DiH: motion $ \bowtie $ motion,-1.0,-1,N/A
